name,inputs,size,threshold,threshold_param,threshold_cross,index,size_trim,size_bisim,size_sim,sim_rels,size_sc1,size_sc1_min,size_sc2,size_sc2_min,max_inter,time_bisim,time_sim,time_sc1,time_sc1_min,time_sc2,time_sc2_min,time_total,cancel
nfa_150_2.0_2.ba,12,151,adaptiveStep,5000,6,CCLS,151,151,153,,10544,8,8,8,23548,15185913,28553025,3605694372,,123268467,,3772701777,
nfa_100_2.0_3.ba,10,101,adaptiveStep,5000,2,CCLS,101,101,103,,6474,4,4,4,7362,10892550,19571987,519430543,,16937355,,566832435,
nfa_190_2.0_5.ba,13,191,adaptiveStep,5000,20,CCLS,191,191,193,,10173,8,8,8,72740,18626306,34408570,22953090801,,90936969,,23097062646,
nfa_120_2.0_4.ba,10,121,adaptiveStep,5000,3,CCLS,121,121,123,,6872,3,3,3,10021,12547541,22129530,900519925,,20029078,,955226074,
nfa_100_2.0_7.ba,10,101,adaptiveStep,5000,2,CCLS,101,101,103,,6487,4,4,4,7319,10992750,18835266,482549021,,19544977,,531922014,
nfa_260_2.0_0.ba,16,261,adaptiveStep,5000,99,CCLS,261,261,263,,12832,7,7,7,588969,30354715,51113292,953418389918,,224996796,,953724854721,
nfa_170_2.0_0.ba,13,171,adaptiveStep,5000,10,CCLS,171,171,173,,9200,7,7,7,38177,17056864,32419549,7624655260,,33236139,,7707367812,
nfa_180_2.0_8.ba,13,181,adaptiveStep,5000,13,CCLS,181,181,183,,11701,5,5,5,43935,18750136,34728320,10843711379,,84875529,,10982065364,
nfa_220_2.0_6.ba,14,221,adaptiveStep,5000,43,CCLS,221,221,223,,12397,8,8,8,190769,29226805,40878606,111680035867,,48485204,,111798626482,
nfa_60_2.0_7.ba,7,61,adaptiveStep,5000,0,CCLS,61,61,63,,3944,3,3,3,3944,6690658,14285585,58056956,,3046264,,82079463,
nfa_200_2.0_8.ba,14,201,adaptiveStep,5000,23,CCLS,201,201,203,,11332,5,5,5,79473,21473379,36951432,31926399013,,60568144,,32045391968,
nfa_40_2.0_3.ba,6,41,adaptiveStep,5000,0,CCLS,41,41,43,,635,1,1,1,635,5893960,13180377,18186778,,408709,,37669824,
nfa_120_2.0_7.ba,10,121,adaptiveStep,5000,3,CCLS,121,121,123,,8042,6,6,6,11504,12223808,23143009,1019876147,,69369158,,1124612122,
nfa_290_2.0_2.ba,17,291,,,,CCLS,291,291,293,,,,,,,33466339,49009209,,,,,82475548,TO
nfa_160_2.0_5.ba,12,161,adaptiveStep,5000,8,CCLS,161,161,163,,9705,5,5,5,28493,16856252,29823270,4831364491,,59872510,,4937916523,
nfa_50_2.0_0.ba,7,51,adaptiveStep,5000,0,CCLS,51,51,53,,1654,3,3,3,1654,6612549,13017038,32957585,,1247788,,53834960,
nfa_180_2.0_6.ba,13,181,adaptiveStep,5000,13,CCLS,181,181,183,,8899,7,7,7,45585,18505510,34838462,10345405465,,16703023,,10415452460,
nfa_260_2.0_9.ba,16,261,adaptiveStep,5000,97,CCLS,261,261,263,,11753,9,10,10,542951,31404647,51827054,797863227387,,350858692,,798297317780,
nfa_140_2.0_2.ba,11,141,adaptiveStep,5000,5,CCLS,141,141,143,,8044,8,8,8,16487,13783791,27964012,2180374552,,56648592,,2278770947,
nfa_150_2.0_6.ba,12,151,adaptiveStep,5000,6,CCLS,151,151,153,,7058,6,6,6,25176,15062869,28603531,3544870746,,7984929,,3596522075,
nfa_40_2.0_0.ba,6,41,adaptiveStep,5000,0,CCLS,41,41,43,,500,3,3,3,500,5781342,13605892,16876627,,566579,,36830440,
nfa_270_2.0_2.ba,16,271,,,,CCLS,271,271,273,,,,,,,31119255,50557632,,,,,81676887,TO
nfa_260_2.0_7.ba,16,261,adaptiveStep,5000,100,CCLS,261,261,263,,12400,6,6,6,570751,32192687,48512612,768643699489,,113040256,,768837445044,
