name,inputs,size,threshold,threshold_param,threshold_cross,index,size_trim,size_bisim,size_sim,sim_rels,size_sc1,size_sc1_min,size_sc2,size_sc2_min,max_inter,time_bisim,time_sim,time_sc1,time_sc1_min,time_sc2,time_sc2_min,time_total,cancel
nfa_90_2.0_5.ba,9,91,,,,,91,91,,,20929,5,5,5,,10368904,,306246885,,71704360,,388320149,
nfa_130_2.0_4.ba,11,131,,,,,131,131,,,145464,5,5,5,,13344475,,3945401447,,1006062182,,4964808104,
nfa_280_2.0_8.ba,16,281,,,,,281,281,,,,,,,,34448382,,,,,,34448382,TO
nfa_20_2.0_7.ba,4,21,,,,,21,21,,,52,3,3,3,,5809172,,9565044,,272480,,15646696,
nfa_230_2.0_0.ba,ERR
nfa_100_2.0_0.ba,10,101,,,,,101,101,,,33271,5,5,5,,11098695,,541273068,,121285080,,673656843,
nfa_250_2.0_2.ba,15,251,,,,,251,251,,,,,,,,35574211,,,,,,35574211,TO
nfa_160_2.0_9.ba,12,161,,,,,161,161,,,337740,5,5,5,,15874416,,8247756374,,4835684828,,13099315618,
nfa_50_2.0_3.ba,7,51,,,,,51,51,,,1470,3,3,3,,6457432,,22950139,,749850,,30157421,
nfa_290_2.0_5.ba,17,291,,,,,291,291,,,,,,,,33293929,,,,,,33293929,TO
nfa_50_2.0_4.ba,7,51,,,,,51,51,,,1549,4,4,4,,9551054,,30346673,,1861760,,41759487,
nfa_150_2.0_0.ba,12,151,,,,,151,151,,,281076,1,1,1,,14956926,,6248370108,,738010124,,7001337158,
nfa_140_2.0_8.ba,11,141,,,,,141,141,,,192348,4,4,4,,15715427,,5025211880,,1960123559,,7001050866,
nfa_290_2.0_6.ba,17,291,,,,,291,291,,,,,,,,33702529,,,,,,33702529,TO
nfa_70_2.0_6.ba,8,71,,,,,71,71,,,5888,3,3,3,,7743163,,81377943,,2661201,,91782307,
nfa_240_2.0_0.ba,15,241,,,,,241,241,,,,,,,,29862637,,,,,,29862637,TO
nfa_230_2.0_4.ba,ERR
nfa_60_2.0_2.ba,7,61,,,,,61,61,,,3324,6,6,6,,6895873,,44444227,,2664421,,54004521,
nfa_150_2.0_8.ba,12,151,,,,,151,151,,,293643,4,4,4,,14908616,,7165197898,,2751687178,,9931793692,
nfa_150_2.0_5.ba,12,151,,,,,151,151,,,277528,5,5,5,,14999736,,8497991675,,2993030153,,11506021564,
nfa_50_2.0_8.ba,7,51,,,,,51,51,,,1531,4,4,4,,6515573,,23185869,,889021,,30590463,
nfa_120_2.0_1.ba,10,121,,,,,121,121,,,89016,3,3,3,,12112555,,1742634539,,272634488,,2027381582,
nfa_130_2.0_5.ba,11,131,,,,,131,131,,,146124,4,4,4,,13701205,,2966187613,,776691557,,3756580375,
nfa_30_2.0_9.ba,5,31,,,,,31,31,,,186,1,1,1,,4351712,,9625304,,79320,,14056336,
nfa_300_2.0_2.ba,17,301,,,,,301,301,,,,,,,,34200609,,,,,,34200609,TO
nfa_170_2.0_6.ba,13,171,,,,,171,171,,,526613,5,5,5,,17590027,,20063791132,,9348856611,,29430237770,
nfa_150_2.0_4.ba,12,151,,,,,151,151,,,277800,5,5,5,,16562887,,8041915922,,6227307656,,14285786465,
nfa_190_2.0_6.ba,13,191,,,,,191,191,,,891908,8,8,8,,18658858,,33471114657,,46458352648,,79948126163,
nfa_210_2.0_3.ba,14,211,,,,,211,211,,,1490185,6,6,6,,26820281,,117425554634,,84099339158,,201551714073,
nfa_220_2.0_5.ba,ERR
nfa_170_2.0_3.ba,13,171,,,,,171,171,,,488327,4,4,4,,17639258,,18251349390,,6456611070,,24725599718,
nfa_280_2.0_6.ba,16,281,,,,,281,281,,,,,,,,32310396,,,,,,32310396,TO
nfa_220_2.0_7.ba,ERR
nfa_300_2.0_0.ba,17,301,,,,,301,301,,,,,,,,36253057,,,,,,36253057,TO
nfa_20_2.0_5.ba,4,21,,,,,21,21,,,74,3,3,3,,3520941,,6917353,,112060,,10550354,
nfa_280_2.0_4.ba,16,281,,,,,281,281,,,,,,,,31185864,,,,,,31185864,TO
nfa_30_2.0_3.ba,5,31,,,,,31,31,,,205,1,1,1,,4529512,,10217384,,94690,,14841586,
nfa_100_2.0_1.ba,10,101,,,,,101,101,,,31286,4,4,4,,10873434,,453676022,,130670380,,595219836,
nfa_160_2.0_7.ba,12,161,,,,,161,161,,,322253,8,8,8,,15606026,,8613661302,,6558476039,,15187743367,
nfa_220_2.0_0.ba,ERR
nfa_170_2.0_7.ba,13,171,,,,,171,171,,,518184,6,6,6,,19719498,,19051114505,,12077767774,,31148601777,
nfa_240_2.0_6.ba,15,241,,,,,241,241,,,3991033,6,,,,30861604,,924757482192,,,,924788343796,TO
nfa_60_2.0_6.ba,7,61,,,,,61,61,,,3258,3,3,3,,6828933,,41312425,,1792871,,49934229,
nfa_120_2.0_8.ba,10,121,,,,,121,121,,,91756,4,4,4,,11684655,,1293137579,,350083912,,1654906146,
nfa_260_2.0_6.ba,16,261,,,,,261,261,,,,,,,,30511034,,,,,,30511034,TO
nfa_230_2.0_2.ba,ERR
nfa_120_2.0_2.ba,10,121,,,,,121,121,,,91027,3,3,3,,11777995,,1607313027,,275813344,,1894904366,
nfa_290_2.0_8.ba,17,291,,,,,291,291,,,,,,,,35044495,,,,,,35044495,TO
nfa_280_2.0_7.ba,16,281,,,,,281,281,,,,,,,,32500294,,,,,,32500294,TO
nfa_260_2.0_1.ba,16,261,,,,,261,261,,,,,,,,30376773,,,,,,30376773,TO
nfa_110_2.0_6.ba,10,111,,,,,111,111,,,55913,4,4,4,,11725069,,902056426,,194719762,,1108501257,
nfa_280_2.0_2.ba,16,281,,,,,281,281,,,,,,,,33343044,,,,,,33343044,TO
nfa_30_2.0_1.ba,5,31,,,,,31,31,,,234,1,1,1,,4354748,,10492122,,96500,,14943370,
nfa_160_2.0_0.ba,12,161,,,,,161,161,,,376316,4,4,4,,15845896,,13203974737,,4093525925,,17313346558,
nfa_250_2.0_1.ba,15,251,,,,,251,251,,,,,,,,29358702,,,,,,29358702,TO
nfa_110_2.0_3.ba,10,111,,,,,111,111,,,58967,5,5,5,,11594839,,1066162007,,249257476,,1327014322,
nfa_200_2.0_6.ba,14,201,,,,,201,201,,,1053961,6,5,5,,23016332,,60930628100,,36767375056,,97721019488,
nfa_210_2.0_2.ba,14,211,,,,,211,211,,,1563183,9,9,9,,22790408,,81347450707,,130085890927,,211456132042,
nfa_40_2.0_4.ba,6,41,,,,,41,41,,,530,4,4,4,,6227620,,14174675,,364932,,20767227,
nfa_260_2.0_8.ba,16,261,,,,,261,261,,,,,,,,30379583,,,,,,30379583,TO
nfa_250_2.0_9.ba,15,251,,,,,251,251,,,,,,,,30392692,,,,,,30392692,TO
nfa_30_2.0_5.ba,5,31,,,,,31,31,,,210,3,3,3,,4509774,,9987638,,136281,,14633693,
nfa_120_2.0_0.ba,10,121,,,,,121,121,,,90784,4,4,4,,12495836,,1689586743,,364453321,,2066535900,
nfa_220_2.0_8.ba,ERR
nfa_70_2.0_9.ba,8,71,,,,,71,71,,,7243,3,3,3,,8415184,,95362544,,3621360,,107399088,
nfa_90_2.0_0.ba,9,91,,,,,91,91,,,18688,4,4,4,,10022709,,259521224,,31656322,,301200255,
nfa_80_2.0_1.ba,8,81,,,,,81,81,,,9813,6,6,6,,8255154,,138614267,,11418932,,158288353,
nfa_180_2.0_4.ba,13,181,,,,,181,181,,,621947,5,5,5,,17812421,,26765117688,,14510234107,,41293164216,
nfa_100_2.0_8.ba,10,101,,,,,101,101,,,32414,3,3,3,,11049479,,498873489,,79308340,,589231308,
nfa_80_2.0_6.ba,8,81,,,,,81,81,,,11501,7,7,7,,8283802,,159080300,,15424081,,182788183,
nfa_160_2.0_8.ba,12,161,,,,,161,161,,,339530,6,6,6,,16875004,,11588101240,,5153878106,,16758854350,
nfa_80_2.0_3.ba,8,81,,,,,81,81,,,10839,3,3,3,,8095531,,142787736,,8142511,,159025778,
nfa_50_2.0_7.ba,7,51,,,,,51,51,,,1525,1,1,1,,6444946,,22647158,,308980,,29401084,
nfa_20_2.0_8.ba,4,21,,,,,21,21,,,52,1,1,1,,3617909,,6996778,,58520,,10673207,
nfa_270_2.0_4.ba,16,271,,,,,271,271,,,,,,,,30911852,,,,,,30911852,TO
nfa_80_2.0_8.ba,8,81,,,,,81,81,,,11003,4,4,4,,10066965,,148504711,,10843847,,169415523,
nfa_20_2.0_3.ba,4,21,,,,,21,21,,,59,4,4,4,,3787209,,7231608,,196331,,11215148,
nfa_130_2.0_6.ba,11,131,,,,,131,131,,,143203,6,6,6,,14161515,,2708293695,,1337503479,,4059958689,
nfa_230_2.0_5.ba,ERR
